Reaction ID,DLKcat
R534_num10,10.6687
R538_num11,10.6687
R539_num10,10.6687
R543_num11,10.6687
R544_num10,10.6687
R548_num11,10.6687
R549_num10,10.6687
R836_num2,10.6687
R838_num2,10.6687
R841_num2,10.6687
R1456,10.6271
R1457,10.6271
R754_num1,10.5821
R1735_num3,10.5698
R352_num2,10.5488
R59_num2,10.5488
R1780_num5,10.3317
R711_num6,10.3317
R981_num5,10.3317
R981_reverse_num5,10.3317
R916_num2,10.223
R53_num3,10.1179
R53_reverse_num3,10.1179
R1110,9.9901
R1111_num2,9.9901
R1112_num2,9.9901
R1112_reverse_num2,9.9901
R1113_num2,9.9901
R1113_reverse_num2,9.9901
R1114_num2,9.9901
R1114_reverse_num2,9.9901
R1461,9.9901
R1104,9.9754
R683,9.9754
R684,9.9754
R684_reverse,9.9754
R685,9.9754
R685_reverse,9.9754
R686,9.9754
R686_reverse,9.9754
R687,9.9754
R687_reverse,9.9754
R688,9.9754
R688_reverse,9.9754
R689,9.9754
R689_reverse,9.9754
R1281_num3,9.7239
R22_num5,9.7239
R252_num13,9.7239
R465_num4,9.7239
R466_num4,9.7239
R466_reverse_num4,9.7239
R467_num10,9.7239
R468_num10,9.7239
R468_reverse_num10,9.7239
R469_num4,9.7239
R470_num4,9.7239
R470_reverse_num4,9.7239
R471,9.7239
R472_num10,9.7239
R473_num10,9.7239
R473_reverse_num10,9.7239
R474_num4,9.7239
R474_reverse_num4,9.7239
R475_num4,9.7239
R475_reverse_num4,9.7239
R476,9.7239
R477_num10,9.7239
R478_num10,9.7239
R478_reverse_num10,9.7239
R479_num4,9.7239
R479_reverse_num4,9.7239
R480_num4,9.7239
R480_reverse_num4,9.7239
R481,9.7239
R482_num10,9.7239
R483_num10,9.7239
R483_reverse_num10,9.7239
R484_num4,9.7239
R484_reverse_num4,9.7239
R485_num4,9.7239
R485_reverse_num4,9.7239
R486,9.7239
R487_num10,9.7239
R488_num10,9.7239
R488_reverse_num10,9.7239
R489_num4,9.7239
R489_reverse_num4,9.7239
R490_num4,9.7239
R490_reverse_num4,9.7239
R491,9.7239
R492_num10,9.7239
R493_num10,9.7239
R493_reverse_num10,9.7239
R494_num4,9.7239
R494_reverse_num4,9.7239
R495_num4,9.7239
R495_reverse_num4,9.7239
R496,9.7239
R497_num10,9.7239
R498_num10,9.7239
R498_reverse_num10,9.7239
R499_num4,9.7239
R499_reverse_num4,9.7239
R500_num4,9.7239
R500_reverse_num4,9.7239
R501,9.7239
R502_num6,9.7239
R503_num9,9.7239
R503_reverse_num9,9.7239
R504_num2,9.7239
R505_num5,9.7239
R506,9.7239
R507_num10,9.7239
R508_num9,9.7239
R509_num2,9.7239
R510_num5,9.7239
R511,9.7239
R512_num2,9.7239
R512_reverse_num2,9.7239
R513_num10,9.7239
R514_num9,9.7239
R515,9.7239
R515_reverse,9.7239
R516_num5,9.7239
R517,9.7239
R518_num10,9.7239
R519_num9,9.7239
R520,9.7239
R520_reverse,9.7239
R521_num5,9.7239
R522,9.7239
R523_num10,9.7239
R524_num9,9.7239
R525,9.7239
R525_reverse,9.7239
R526_num5,9.7239
R527,9.7239
R528_num10,9.7239
R529_num9,9.7239
R530,9.7239
R530_reverse,9.7239
R531_num5,9.7239
R532,9.7239
R533_num10,9.7239
R534_num9,9.7239
R535,9.7239
R535_reverse,9.7239
R536_num5,9.7239
R537,9.7239
R538_num10,9.7239
R539_num9,9.7239
R540,9.7239
R540_reverse,9.7239
R541_num5,9.7239
R542,9.7239
R543_num10,9.7239
R544_num9,9.7239
R545,9.7239
R545_reverse,9.7239
R546_num5,9.7239
R547,9.7239
R548_num10,9.7239
R549_num9,9.7239
R550,9.7239
R550_reverse,9.7239
R551_num5,9.7239
R552,9.7239
R553_num2,9.7239
R554_num2,9.7239
R555_num2,9.7239
R556_num2,9.7239
R557_num2,9.7239
R558_num2,9.7239
R559_num2,9.7239
R560_num2,9.7239
R561_num2,9.7239
R562_num2,9.7239
R563_num2,9.7239
R564_num2,9.7239
R565_num2,9.7239
R566_num2,9.7239
R567_num2,9.7239
R568_num2,9.7239
R569_num2,9.7239
R570_num2,9.7239
R571_num2,9.7239
R571_reverse_num2,9.7239
R572_num2,9.7239
R572_reverse_num2,9.7239
R573_num2,9.7239
R573_reverse_num2,9.7239
R574_num2,9.7239
R574_reverse_num2,9.7239
R575_num2,9.7239
R575_reverse_num2,9.7239
R576_num2,9.7239
R576_reverse_num2,9.7239
R577_num2,9.7239
R577_reverse_num2,9.7239
R578_num2,9.7239
R578_reverse_num2,9.7239
R580_num2,9.7239
R580_reverse_num2,9.7239
R581_num2,9.7239
R581_reverse_num2,9.7239
R582_num2,9.7239
R582_reverse_num2,9.7239
R583_num2,9.7239
R583_reverse_num2,9.7239
R584_num2,9.7239
R584_reverse_num2,9.7239
R585_num2,9.7239
R585_reverse_num2,9.7239
R586_num2,9.7239
R586_reverse_num2,9.7239
R587_num2,9.7239
R587_reverse_num2,9.7239
R588_num2,9.7239
R588_reverse_num2,9.7239
R589_num2,9.7239
R589_reverse_num2,9.7239
R590_num2,9.7239
R590_reverse_num2,9.7239
R591_num2,9.7239
R591_reverse_num2,9.7239
R619_num5,9.7239
R622_num2,9.7239
R1369,9.7193
R1372_num2,9.7193
R329,9.6903
R329_reverse,9.6903
R330,9.6903
R330_reverse,9.6903
R467_num7,9.6903
R468_num7,9.6903
R468_reverse_num7,9.6903
R472_num7,9.6903
R473_num7,9.6903
R473_reverse_num7,9.6903
R477_num7,9.6903
R478_num7,9.6903
R478_reverse_num7,9.6903
R482_num7,9.6903
R483_num7,9.6903
R483_reverse_num7,9.6903
R487_num7,9.6903
R488_num7,9.6903
R488_reverse_num7,9.6903
R492_num7,9.6903
R493_num7,9.6903
R493_reverse_num7,9.6903
R497_num7,9.6903
R498_num7,9.6903
R498_reverse_num7,9.6903
R502_num4,9.6903
R507_num7,9.6903
R513_num7,9.6903
R518_num7,9.6903
R523_num7,9.6903
R528_num7,9.6903
R533_num7,9.6903
R538_num7,9.6903
R543_num7,9.6903
R548_num7,9.6903
R923_num1,9.6359
R1035,9.6312
R46,9.6312
R421_num2,9.6041
R421_reverse_num2,9.6041
R795_num2,9.6041
R326,9.5015
R326_reverse,9.5015
R327,9.5015
R720_num2,9.4796
R721_num2,9.4796
R721_reverse_num2,9.4796
R1593_num3,9.477
R1593_reverse_num3,9.477
R1780_num4,9.4142
R711_num5,9.4142
R981_num4,9.4142
R981_reverse_num4,9.4142
R53_num1,9.3591
R53_reverse_num1,9.3591
R152_num1,9.1045
R1094_num3,9.0168
R1095_num3,9.0168
R1089_num5,8.9758
R1089_reverse_num5,8.9758
R1090_num5,8.9758
R1090_reverse_num5,8.9758
R1460_num2,8.9507
R1134,8.9425
R101_num1,8.9416
R101_reverse_num1,8.9416
R1591_num7,8.9364
R1591_reverse_num7,8.9364
R2547_num7,8.9364
R386_num7,8.9364
R386_reverse_num7,8.9364
R387_num7,8.9364
R421_num1,8.9068
R421_reverse_num1,8.9068
R795_num1,8.9068
R1575_num2,8.662
R1581_num5,8.662
R1582_num5,8.662
R1595_num2,8.662
R2044_num5,8.662
R786_num5,8.662
R789_num3,8.662
R789_reverse_num3,8.662
R145,8.5014
R2118,8.5014
R252_num14,8.5014
R1179_num1,8.4666
R1179_reverse_num1,8.4666
R1451_num1,8.4666
R146_num3,8.4666
R1756_num3,8.4666
R1843_num3,8.4666
R1843_reverse_num3,8.4666
R2116_num3,8.4666
R223_num3,8.4666
R223_reverse_num3,8.4666
R230_num3,8.4666
R283_num3,8.4666
R284_num3,8.4666
R31_num3,8.4666
R32_num3,8.4666
R33_num3,8.4666
R34_num1,8.4666
R364_num3,8.4666
R364_reverse_num3,8.4666
R78_num3,8.4666
R814_num3,8.4666
R998_num2,8.4666
R152_num7,8.4207
R22_num3,8.2876
R619_num3,8.2876
R1632,8.2221
R1634,8.2221
R835,8.2117
R837_num1,8.2117
R839_num1,8.2117
R842_num1,8.2117
R845_num1,8.2117
R1762,8.1878
R1781_num1,8.1878
R1782,8.1878
R948_num1,8.1878
R1280_num2,8.1822
R150,8.1485
R1014_num3,8.1472
R1018,8.1472
R1635_num2,8.108
R2206_num2,8.0576
R2206_reverse_num2,8.0576
R2207_num2,8.0576
R2207_reverse_num2,8.0576
R2208_num2,8.0576
R2208_reverse_num2,8.0576
R2209_num2,8.0576
R2209_reverse_num2,8.0576
R2210_num2,8.0576
R2210_reverse_num2,8.0576
R2211_num2,8.0576
R2211_reverse_num2,8.0576
R2212_num2,8.0576
R2212_reverse_num2,8.0576
R2213_num2,8.0576
R2213_reverse_num2,8.0576
R2214_num2,8.0576
R2214_reverse_num2,8.0576
R2215_num2,8.0576
R2215_reverse_num2,8.0576
R2216_num2,8.0576
R2216_reverse_num2,8.0576
R2217_num2,8.0576
R2217_reverse_num2,8.0576
R2218_num2,8.0576
R2218_reverse_num2,8.0576
R2219_num2,8.0576
R2219_reverse_num2,8.0576
R2220_num2,8.0576
R2220_reverse_num2,8.0576
R2221_num2,8.0576
R2221_reverse_num2,8.0576
R2222_num2,8.0576
R2222_reverse_num2,8.0576
R2223_num2,8.0576
R2223_reverse_num2,8.0576
R2224_num2,8.0576
R2224_reverse_num2,8.0576
R2225_num2,8.0576
R2225_reverse_num2,8.0576
R2226_num2,8.0576
R2226_reverse_num2,8.0576
R592_num5,8.0576
R593_num5,8.0576
R594_num5,8.0576
R595_num5,8.0576
R596_num5,8.0576
R597_num5,8.0576
R598_num5,8.0576
R599_num5,8.0576
R600_num5,8.0576
R601_num5,8.0576
R602_num5,8.0576
R603_num5,8.0576
R604_num5,8.0576
R605_num5,8.0576
R606_num5,8.0576
R607_num5,8.0576
R608_num5,8.0576
R609_num5,8.0576
R610_num5,8.0576
R611_num5,8.0576
R621_num5,8.0576
R2019,8.0403
R2019_reverse,8.0403
R1675,8.023
R1730,8.023
R417,8.023
R417_reverse,8.023
R1103,7.9291
R1281_num2,7.9291
R1601,7.9291
R22_num4,7.9291
R252_num12,7.9291
R465_num3,7.9291
R466_num3,7.9291
R466_reverse_num3,7.9291
R467_num9,7.9291
R468_num9,7.9291
R468_reverse_num9,7.9291
R469_num3,7.9291
R470_num3,7.9291
R470_reverse_num3,7.9291
R472_num9,7.9291
R473_num9,7.9291
R473_reverse_num9,7.9291
R474_num3,7.9291
R474_reverse_num3,7.9291
R475_num3,7.9291
R475_reverse_num3,7.9291
R477_num9,7.9291
R478_num9,7.9291
R478_reverse_num9,7.9291
R479_num3,7.9291
R479_reverse_num3,7.9291
R480_num3,7.9291
R480_reverse_num3,7.9291
R482_num9,7.9291
R483_num9,7.9291
R483_reverse_num9,7.9291
R484_num3,7.9291
R484_reverse_num3,7.9291
R485_num3,7.9291
R485_reverse_num3,7.9291
R487_num9,7.9291
R488_num9,7.9291
R488_reverse_num9,7.9291
R489_num3,7.9291
R489_reverse_num3,7.9291
R490_num3,7.9291
R490_reverse_num3,7.9291
R492_num9,7.9291
R493_num9,7.9291
R493_reverse_num9,7.9291
R494_num3,7.9291
R494_reverse_num3,7.9291
R495_num3,7.9291
R495_reverse_num3,7.9291
R497_num9,7.9291
R498_num9,7.9291
R498_reverse_num9,7.9291
R499_num3,7.9291
R499_reverse_num3,7.9291
R500_num3,7.9291
R500_reverse_num3,7.9291
R502_num5,7.9291
R503_num8,7.9291
R503_reverse_num8,7.9291
R504_num1,7.9291
R505_num4,7.9291
R507_num9,7.9291
R508_num8,7.9291
R509_num1,7.9291
R510_num4,7.9291
R512_num1,7.9291
R512_reverse_num1,7.9291
R513_num9,7.9291
R514_num8,7.9291
R516_num4,7.9291
R518_num9,7.9291
R519_num8,7.9291
R521_num4,7.9291
R523_num9,7.9291
R524_num8,7.9291
R526_num4,7.9291
R528_num9,7.9291
R529_num8,7.9291
R531_num4,7.9291
R533_num9,7.9291
R534_num8,7.9291
R536_num4,7.9291
R538_num9,7.9291
R539_num8,7.9291
R541_num4,7.9291
R543_num9,7.9291
R544_num8,7.9291
R546_num4,7.9291
R548_num9,7.9291
R549_num8,7.9291
R551_num4,7.9291
R553_num1,7.9291
R554_num1,7.9291
R555_num1,7.9291
R556_num1,7.9291
R557_num1,7.9291
R558_num1,7.9291
R559_num1,7.9291
R560_num1,7.9291
R561_num1,7.9291
R562_num1,7.9291
R563_num1,7.9291
R564_num1,7.9291
R565_num1,7.9291
R566_num1,7.9291
R567_num1,7.9291
R568_num1,7.9291
R569_num1,7.9291
R570_num1,7.9291
R571_num1,7.9291
R571_reverse_num1,7.9291
R572_num1,7.9291
R572_reverse_num1,7.9291
R573_num1,7.9291
R573_reverse_num1,7.9291
R574_num1,7.9291
R574_reverse_num1,7.9291
R575_num1,7.9291
R575_reverse_num1,7.9291
R576_num1,7.9291
R576_reverse_num1,7.9291
R577_num1,7.9291
R577_reverse_num1,7.9291
R578_num1,7.9291
R578_reverse_num1,7.9291
R580_num1,7.9291
R580_reverse_num1,7.9291
R581_num1,7.9291
R581_reverse_num1,7.9291
R582_num1,7.9291
R582_reverse_num1,7.9291
R583_num1,7.9291
R583_reverse_num1,7.9291
R584_num1,7.9291
R584_reverse_num1,7.9291
R585_num1,7.9291
R585_reverse_num1,7.9291
R586_num1,7.9291
R586_reverse_num1,7.9291
R587_num1,7.9291
R587_reverse_num1,7.9291
R588_num1,7.9291
R588_reverse_num1,7.9291
R589_num1,7.9291
R589_reverse_num1,7.9291
R590_num1,7.9291
R590_reverse_num1,7.9291
R591_num1,7.9291
R591_reverse_num1,7.9291
R619_num4,7.9291
R622_num1,7.9291
R1222,7.9202
R1652_num2,7.9202
R1654_num2,7.9202
R1656_num2,7.9202
R812_num12,7.9202
R813_num12,7.9202
R850_num3,7.9202
R851_num3,7.9202
R807_num2,7.8391
R808_num2,7.8391
R809_num2,7.8391
R818_num2,7.8391
R820_num2,7.8391
R822_num2,7.8391
R824_num2,7.8391
R827_num2,7.8391
R830_num2,7.8391
R1659_num1,7.7715
R972_num1,7.7715
R1827_num1,7.6755
R1835_num1,7.6755
R1187_num1,7.6623
R1837_num1,7.6623
R613_num1,7.6623
R613_reverse_num1,7.6623
R642_num1,7.6623
R642_reverse_num1,7.6623
R643_num1,7.6623
R693_num1,7.6623
R696_num1,7.6623
R699_num1,7.6623
R702_num1,7.6623
R705_num1,7.6623
R708_num1,7.6623
R1204_num1,7.6588
R1206,7.6588
R1207,7.6588
R1593_num11,7.629
R1593_reverse_num11,7.629
R334,7.5343
R1980_num1,7.3798
R251_num2,7.3558
R251_reverse_num2,7.3558
R1897,7.3537
R1897_reverse,7.3537
R1376,7.2542
R446,7.2542
R325_num2,7.1237
R1574_num2,7.1096
R1576_num2,7.1096
R1579_num2,7.1096
R1187_num4,7.0872
R1837_num4,7.0872
R613_num2,7.0872
R613_reverse_num2,7.0872
R642_num4,7.0872
R642_reverse_num4,7.0872
R643_num4,7.0872
R693_num4,7.0872
R696_num4,7.0872
R699_num4,7.0872
R702_num4,7.0872
R705_num4,7.0872
R708_num4,7.0872
R1275,7.0813
R1275_reverse,7.0813
R333,7.0052
R333_reverse,7.0052
R1052_num2,6.9409
R1089_num2,6.9409
R1089_reverse_num2,6.9409
R1090_num2,6.9409
R1090_reverse_num2,6.9409
R1052_num1,6.8561
R1082_num1,6.8561
R1089_num1,6.8561
R1089_reverse_num1,6.8561
R1090_num1,6.8561
R1090_reverse_num1,6.8561
R734_num3,6.8492
R735,6.8492
R108,6.849
R1840_num1,6.849
R22_num2,6.849
R259_num2,6.849
R260_num2,6.849
R619_num2,6.849
R796_num2,6.849
R76,6.8396
R942,6.6259
R1839,6.6133
R1839_reverse,6.6133
R1857,6.6133
R1857_reverse,6.6133
R1859_num2,6.6133
R292_num3,6.6133
R292_reverse_num3,6.6133
R638_num3,6.6133
R638_reverse_num3,6.6133
R654_num3,6.6133
R659_num3,6.6133
R662_num3,6.6133
R665_num3,6.6133
R668_num3,6.6133
R671_num3,6.6133
R674_num3,6.6133
R677_num3,6.6133
R680_num3,6.6133
R691_num3,6.6133
R694_num3,6.6133
R697_num3,6.6133
R697_reverse_num3,6.6133
R700_num3,6.6133
R703_num3,6.6133
R703_reverse_num3,6.6133
R706_num3,6.6133
R58,6.6044
R58_reverse,6.6044
R1575_num4,6.5967
R1590_num2,6.5967
R1592_num2,6.5967
R1592_reverse_num2,6.5967
R1493,6.5911
R215_num1,6.5674
R216_num1,6.5674
R1702,6.4617
R1703_num2,6.4617
R1705_num1,6.4617
R1716,6.4617
R1717,6.4617
R1955_num2,6.4617
R1956_num2,6.4617
R25,6.4617
R1106,6.456
R1111_num1,6.456
R1112_num1,6.456
R1112_reverse_num1,6.456
R1113_num1,6.456
R1113_reverse_num1,6.456
R1114_num1,6.456
R1114_reverse_num1,6.456
R198_num4,6.4443
R717_num2,6.4443
R237_num2,6.4271
R903,6.4271
R1469,6.3408
R192,6.3263
R193_num1,6.3263
R883,6.2917
R1379,6.2641
R1380,6.2641
R252_num2,6.2641
R1108,6.0283
R884_num4,6.0283
R916_num5,6.0283
R916_reverse_num5,6.0283
R929_num5,6.0283
R1193_num2,5.9627
R152_num5,5.9312
R1591_num2,5.9174
R1591_reverse_num2,5.9174
R2547_num2,5.9174
R381_num1,5.9174
R382_num1,5.9174
R383_num1,5.9174
R386_num2,5.9174
R386_reverse_num2,5.9174
R387_num2,5.9174
R389_num1,5.9174
R390_num1,5.9174
R391_num1,5.9174
R1705_num2,5.8962
R1044_num2,5.8173
R1044_reverse_num2,5.8173
R353,5.8173
R353_reverse,5.8173
R386_reverse_num1,5.8173
R739_num2,5.8173
R1665,5.8084
R153_num4,5.7616
R1507,5.6908
R1507_reverse,5.6908
R1512,5.6908
R1512_reverse,5.6908
R2559,5.6908
R399_num1,5.6908
R408,5.6908
R902_num1,5.6908
R1204_num2,5.6704
R639_num1,5.637
R639_reverse_num1,5.637
R640_num1,5.637
R640_reverse_num1,5.637
R655_num1,5.637
R657_num1,5.637
R660_num1,5.637
R663_num1,5.637
R666_num1,5.637
R669_num1,5.637
R672_num1,5.637
R675_num1,5.637
R678_num1,5.637
R681_num1,5.637
R692_num1,5.637
R692_reverse_num1,5.637
R695_num1,5.637
R698_num1,5.637
R698_reverse_num1,5.637
R701_num1,5.637
R704_num1,5.637
R707_num1,5.637
R707_reverse_num1,5.637
R934,5.637
R860_num3,5.63
R861_num3,5.63
R1735_num2,5.6162
R1259_num2,5.5648
R1259_reverse_num2,5.5648
R1260_num2,5.5648
R1260_reverse_num2,5.5648
R1848_num2,5.5648
R1849_num2,5.5648
R1850_num2,5.5648
R1851_num2,5.5648
R1852_num2,5.5648
R1853_num2,5.5648
R2137_num2,5.5648
R2206_num3,5.5026
R2206_reverse_num3,5.5026
R2207_num3,5.5026
R2207_reverse_num3,5.5026
R2208_num3,5.5026
R2208_reverse_num3,5.5026
R2209_num3,5.5026
R2209_reverse_num3,5.5026
R2210_num3,5.5026
R2210_reverse_num3,5.5026
R2210_reverse_num4,5.5026
R2211_num3,5.5026
R2211_reverse_num3,5.5026
R2212_num3,5.5026
R2212_reverse_num3,5.5026
R2213_num3,5.5026
R2213_reverse_num3,5.5026
R2214_num3,5.5026
R2214_reverse_num3,5.5026
R2215_num3,5.5026
R2215_reverse_num3,5.5026
R2216_num3,5.5026
R2216_reverse_num3,5.5026
R2217_num3,5.5026
R2217_reverse_num3,5.5026
R2218_num3,5.5026
R2218_reverse_num3,5.5026
R2219_num3,5.5026
R2219_reverse_num3,5.5026
R2220_num3,5.5026
R2220_reverse_num3,5.5026
R2221_num3,5.5026
R2221_reverse_num3,5.5026
R2222_num3,5.5026
R2222_reverse_num3,5.5026
R2223_num3,5.5026
R2223_reverse_num3,5.5026
R2224_num3,5.5026
R2224_reverse_num3,5.5026
R2225_num3,5.5026
R2225_reverse_num3,5.5026
R2226_num3,5.5026
R2226_reverse_num3,5.5026
R592_num7,5.5026
R593_num7,5.5026
R594_num7,5.5026
R595_num7,5.5026
R596_num7,5.5026
R597_num7,5.5026
R598_num7,5.5026
R599_num7,5.5026
R600_num7,5.5026
R601_num7,5.5026
R602_num7,5.5026
R603_num7,5.5026
R604_num7,5.5026
R605_num7,5.5026
R606_num7,5.5026
R607_num7,5.5026
R608_num7,5.5026
R609_num7,5.5026
R610_num7,5.5026
R611_num7,5.5026
R621_num7,5.5026
R1719_num2,5.4496
R1719_reverse_num2,5.4496
R886_num2,5.4047
R920_num2,5.4047
R921_num2,5.4047
R1571_num14,5.3671
R1572_num14,5.3671
R1593_num9,5.3671
R1593_reverse_num9,5.3671
R153_num2,5.3473
R834,5.3235
R852,5.3235
R852_reverse,5.3235
R2119_num2,5.2734
R2119_reverse_num2,5.2734
R399_num4,5.2734
R432_num3,5.2734
R902_num4,5.2734
R954,5.2589
R1265,5.2349
R1266,5.2349
R1267_num1,5.2349
R1581_num3,5.2349
R1582_num3,5.2349
R2044_num3,5.2349
R786_num3,5.2349
R787,5.2349
R789_num1,5.2349
R789_reverse_num1,5.2349
R1664,5.163
R923_num2,5.1386
R1659_num2,5.1129
R972_num2,5.1129
R155_num2,5.0433
R1567_num2,5.0433
R1587_num2,5.0433
R1598_num2,5.0433
R6_num2,5.0433
R752_num2,5.0433
R1004_num1,4.9813
R1004_reverse_num1,4.9813
R1823_num1,4.9813
R1823_reverse_num1,4.9813
R1824_num1,4.9813
R1824_reverse_num1,4.9813
R325_num1,4.9006
R2003,4.8595
R2003_reverse,4.8595
R135,4.7493
R136,4.7493
R137,4.7493
R1723,4.7493
R212,4.7493
R213,4.7493
R215_num2,4.7493
R216_num2,4.7493
R217,4.7493
R217_reverse,4.7493
R864,4.7404
R1047,4.7324
R1094_num2,4.7324
R1095_num2,4.7324
R725,4.7324
R726,4.7324
R1030_num1,4.7242
R1031_num1,4.7242
R1255_num1,4.7242
R1256_num1,4.7242
R1455_num1,4.7242
R1462,4.7242
R1462_reverse,4.7242
R41_num1,4.7242
R467_num2,4.7077
R468_num2,4.7077
R468_reverse_num2,4.7077
R472_num2,4.7077
R473_num2,4.7077
R473_reverse_num2,4.7077
R477_num2,4.7077
R478_num2,4.7077
R478_reverse_num2,4.7077
R482_num2,4.7077
R483_num2,4.7077
R483_reverse_num2,4.7077
R487_num2,4.7077
R488_num2,4.7077
R488_reverse_num2,4.7077
R492_num2,4.7077
R493_num2,4.7077
R493_reverse_num2,4.7077
R497_num2,4.7077
R498_num2,4.7077
R498_reverse_num2,4.7077
R503_num2,4.7077
R503_reverse_num2,4.7077
R507_num2,4.7077
R508_num2,4.7077
R513_num2,4.7077
R514_num2,4.7077
R518_num2,4.7077
R519_num2,4.7077
R523_num2,4.7077
R524_num2,4.7077
R528_num2,4.7077
R529_num2,4.7077
R533_num2,4.7077
R534_num2,4.7077
R538_num2,4.7077
R539_num2,4.7077
R543_num2,4.7077
R544_num2,4.7077
R548_num2,4.7077
R549_num2,4.7077
R65_num1,4.7077
R66_num1,4.7077
R740,4.7077
R747,4.7077
R748,4.7077
R748_reverse,4.7077
R1560,4.6807
R1565,4.6807
R157,4.6634
R157_reverse,4.6634
R730_num2,4.6634
R730_num3,4.6634
R730_num5,4.6634
R151,4.6426
R886_num3,4.5252
R920_num3,4.5252
R921_num3,4.5252
R1670_num1,4.4771
R124,4.4547
R124_reverse,4.4547
R125,4.4547
R125_reverse,4.4547
R802,4.4547
R1179_num5,4.4538
R1179_reverse_num5,4.4538
R283_num8,4.4538
R284_num8,4.4538
R31_num8,4.4538
R32_num8,4.4538
R33_num8,4.4538
R34_num5,4.4538
R814_num8,4.4538
R1669_num1,4.4455
R906,4.3983
R1581_num1,4.3928
R1582_num1,4.3928
R1661_num1,4.3928
R2044_num1,4.3928
R2046,4.3928
R2047,4.3928
R786_num1,4.3928
R788_num1,4.3928
R1082_num2,4.3567
R1089_num6,4.3567
R1089_reverse_num6,4.3567
R1090_num6,4.3567
R1090_reverse_num6,4.3567
R1092_num2,4.3518
R943,4.2947
R1626,4.2851
R1519_num1,4.2544
R1522_num1,4.2544
R1525_num1,4.2544
R720_num1,4.2522
R721_num1,4.2522
R721_reverse_num1,4.2522
R1194_num3,4.2365
R1195_num3,4.2365
R1196_num3,4.2365
R1197_num3,4.2365
R1198_num3,4.2365
R1199_num3,4.2365
R1200_num3,4.2365
R1096,4.2293
R1097,4.2293
R987,4.1921
R988,4.1921
R988_reverse,4.1921
R1386,4.1241
R1411,4.1241
R2042,4.1241
R1460_num4,3.9967
R2081,3.9643
R2081_reverse,3.9643
R905_num2,3.9643
R905_reverse_num2,3.9643
R916_reverse_num2,3.9643
R986,3.9643
R986_reverse,3.9643
R1737,3.93
R1739,3.93
R941_num1,3.904
R947_num1,3.904
R955,3.904
R956,3.904
R956_reverse,3.904
R1193_num1,3.8762
R308,3.7978
R781,3.7492
R783,3.7492
R783_reverse,3.7492
R152_num6,3.7427
R199_num4,3.6938
R856,3.6765
R1044_num1,3.6705
R1044_reverse_num1,3.6705
R739_num1,3.6705
R778,3.6705
R1494_num8,3.6453
R1707_num9,3.6453
R1720_num8,3.6453
R198_num13,3.6453
R28_num9,3.6453
R1691_num1,3.6328
R1509,3.6239
R1509_reverse,3.6239
R2129,3.6239
R399_num5,3.6239
R409,3.6239
R902_num5,3.6239
R902_num7,3.6239
R1187_num5,3.5776
R1837_num5,3.5776
R2563_num3,3.5776
