Reaction ID,DLKcat
R2563_reverse_num3,3.5776
R642_num5,3.5776
R642_reverse_num5,3.5776
R643_num5,3.5776
R656_num3,3.5776
R658_num3,3.5776
R661_num3,3.5776
R664_num3,3.5776
R667_num3,3.5776
R670_num3,3.5776
R673_num3,3.5776
R676_num3,3.5776
R679_num3,3.5776
R693_num5,3.5776
R696_num5,3.5776
R699_num5,3.5776
R702_num5,3.5776
R705_num5,3.5776
R708_num5,3.5776
R10_num3,3.5555
R10_reverse_num3,3.5555
R880,3.5555
R880_reverse,3.5555
R893,3.5555
R234_num1,3.4353
R1690_num2,3.4223
R1690_reverse_num2,3.4223
R1324,3.4208
R1325,3.4208
R860_num4,3.3349
R861_num4,3.3349
R1184,3.3324
R1210,3.3324
R1213_num1,3.3324
R592_num1,3.3324
R593_num1,3.3324
R594_num1,3.3324
R595_num1,3.3324
R596_num1,3.3324
R597_num1,3.3324
R598_num1,3.3324
R599_num1,3.3324
R600_num1,3.3324
R601_num1,3.3324
R602_num1,3.3324
R603_num1,3.3324
R604_num1,3.3324
R605_num1,3.3324
R606_num1,3.3324
R607_num1,3.3324
R608_num1,3.3324
R609_num1,3.3324
R610_num1,3.3324
R611_num1,3.3324
R621_num1,3.3324
R882,3.3196
R1551_num1,3.2866
R1078_num2,3.2225
R780,3.2145
R1372_num1,3.1792
R1670_num2,3.1582
R74,3.1567
R45,3.1115
R1593_num4,3.0933
R1593_reverse_num4,3.0933
R20_num1,3.0921
R21_num1,3.0921
R253,3.0921
R1186,3.0857
R1745_num2,3.0857
R1745_reverse_num2,3.0857
R2074_num3,3.0857
R926_num2,3.0857
R927_num2,3.0857
R928_num2,3.0857
R930_num2,3.0857
R1091,3.0705
R1093,3.0705
R1845_num1,2.9666
R1845_reverse_num1,2.9666
R633,2.9666
R15_num3,2.9524
R863,2.9295
R2143,2.9258
R2143_reverse,2.9258
R400_num1,2.9258
R1002,2.8743
R291,2.8743
R291_reverse,2.8743
R1819,2.867
R1819_reverse,2.867
R1927,2.867
R1927_reverse,2.867
R2128,2.867
R2128_reverse,2.867
R292_num4,2.867
R292_reverse_num4,2.867
R461,2.867
R461_reverse,2.867
R463,2.867
R463_reverse,2.867
R623_num3,2.867
R624_num3,2.867
R625_num3,2.867
R626_num3,2.867
R627_num3,2.867
R628_num3,2.867
R636_num2,2.867
R637_num2,2.867
R638_num4,2.867
R638_reverse_num4,2.867
R641_num2,2.867
R644_num3,2.867
R645_num3,2.867
R646_num3,2.867
R647_num3,2.867
R648_num3,2.867
R649_num3,2.867
R650_num3,2.867
R651_num3,2.867
R652_num3,2.867
R653_num3,2.867
R654_num4,2.867
R659_num4,2.867
R662_num4,2.867
R665_num4,2.867
R668_num4,2.867
R671_num4,2.867
R674_num4,2.867
R677_num4,2.867
R680_num4,2.867
R691_num4,2.867
R694_num4,2.867
R697_num4,2.867
R697_reverse_num4,2.867
R700_num4,2.867
R703_num4,2.867
R703_reverse_num4,2.867
R706_num4,2.867
R1187_num2,2.8415
R1837_num2,2.8415
R2563_num1,2.8415
R2563_reverse_num1,2.8415
R315_num1,2.8415
R315_reverse_num1,2.8415
R642_num2,2.8415
R642_reverse_num2,2.8415
R643_num2,2.8415
R656_num1,2.8415
R658_num1,2.8415
R661_num1,2.8415
R664_num1,2.8415
R667_num1,2.8415
R670_num1,2.8415
R673_num1,2.8415
R676_num1,2.8415
R679_num1,2.8415
R693_num2,2.8415
R696_num2,2.8415
R699_num2,2.8415
R702_num2,2.8415
R705_num2,2.8415
R708_num2,2.8415
R1780_num7,2.831
R711_num9,2.831
R981_num8,2.831
R981_reverse_num8,2.831
R1336_num3,2.8161
R1780_num2,2.8042
R711_num3,2.8042
R981_num2,2.8042
R981_reverse_num2,2.8042
R170_num1,2.7806
R171,2.7806
R172_num1,2.7806
R173,2.7806
R174_num1,2.7806
R175_num1,2.7806
R176_num1,2.7806
R211_num3,2.7806
R352_num1,2.7787
R59_num1,2.7787
R64,2.7787
R801_num3,2.777
R1576_num3,2.7716
R1577,2.7716
R1578_num2,2.7716
R1972,2.7716
R711_num1,2.7641
R982,2.7641
R982_reverse,2.7641
R152_num2,2.7593
R812_num6,2.7376
R812_num7,2.7376
R813_num6,2.7376
R813_num7,2.7376
R879,2.7376
R1030_num2,2.7288
R1031_num2,2.7288
R1255_num2,2.7288
R1256_num2,2.7288
R1455_num2,2.7288
R41_num2,2.7288
R170_num2,2.7153
R172_num2,2.7153
R174_num2,2.7153
R175_num2,2.7153
R176_num2,2.7153
R936,2.7003
R1780_num3,2.6801
R711_num4,2.6801
R981_num3,2.6801
R981_reverse_num3,2.6801
R1466,2.6026
R1468,2.6026
R884_num3,2.5939
R916_num4,2.5939
R916_reverse_num4,2.5939
R929_num4,2.5939
R1738,2.5401
R1658,2.5353
R1788,2.5315
R1790,2.5315
R1791,2.5315
R1792,2.5315
R1007,2.523
R1008_num1,2.523
R1008_reverse_num1,2.523
R1009_num1,2.523
R1009_reverse_num1,2.523
R1010_num1,2.523
R1010_reverse_num1,2.523
R1016,2.523
R384_num2,2.4775
R385_num2,2.4775
R797_num2,2.4775
R946,2.4667
R1339,2.4631
R1339_reverse,2.4631
R1341,2.4631
R1348,2.4631
R1348_reverse,2.4631
R1672_num3,2.4631
R850_num2,2.463
R851_num2,2.463
R1864,2.4521
R1864_reverse,2.4521
R1866,2.4521
R1866_reverse,2.4521
R1867,2.4521
R1867_reverse,2.4521
R420,2.4521
R420_reverse,2.4521
R944,2.4513
R11_num3,2.446
R1450_num2,2.446
R1450_reverse_num2,2.446
R2121_num1,2.446
R2121_reverse_num1,2.446
R66_num3,2.446
R745_num1,2.446
R760_num2,2.446
R760_reverse_num2,2.446
R761_num2,2.446
R761_reverse_num2,2.446
R762_num2,2.446
R762_reverse_num2,2.446
R79_num2,2.446
R804_num3,2.446
R817_num2,2.446
R82_num2,2.446
R84_num2,2.446
R96,2.446
R98_num2,2.446
R98_reverse_num2,2.446
R99_num2,2.446
R1012_num3,2.4447
R1012_reverse_num3,2.4447
R247_num2,2.4447
R247_reverse_num2,2.4447
R945_num2,2.4447
R1438,2.4296
R1438_reverse,2.4296
R811_num1,2.4212
R1373,2.4099
R1373_reverse,2.4099
R210,2.4071
R210_reverse,2.4071
R214,2.4071
R214_reverse,2.4071
R239_num1,2.4071
R287,2.403
R30,2.3786
R1453,2.3693
R1453_reverse,2.3693
R1080,2.3541
R1281_num1,2.3506
R1345,2.3506
R252_num1,2.3506
R711_num10,2.3429
R981_num9,2.3429
R981_reverse_num9,2.3429
R139_num2,2.3347
R1682_num2,2.3347
R288_num2,2.3347
R155_num3,2.3134
R1567_num3,2.3134
R1588,2.3134
R1598_num3,2.3134
R6_num3,2.3134
R752_num3,2.3134
R1557,2.3061
R1558,2.3061
R1564,2.3061
R47,2.2755
R48,2.2755
R711_num7,2.2706
R981_num6,2.2706
R981_reverse_num6,2.2706
R1551_num2,2.2488
R43_num1,2.246
R43_reverse_num1,2.246
R274,2.243
R274_reverse,2.243
R1180_num1,2.233
R1194_num4,2.233
R1195_num4,2.233
R1196_num4,2.233
R1197_num4,2.233
R1198_num4,2.233
R1199_num4,2.233
R1200_num4,2.233
R1817_num1,2.233
R1570,2.2068
R1763,2.1974
R1778,2.1974
R1780_num1,2.1974
R711_num2,2.1974
R981_num1,2.1974
R981_reverse_num1,2.1974
R1083_num2,2.1515
R1084_num2,2.1515
R1954_num1,2.1515
R1619_num2,2.1
R1621_num2,2.1
R1630_num2,2.1
R1573,2.0956
R1584,2.0956
R1502_num2,2.0881
R1863_num2,2.0828
R1863_reverse_num2,2.0828
R1865_num2,2.0828
R1865_reverse_num2,2.0828
R1868_num2,2.0828
R1868_reverse_num2,2.0828
R419_num2,2.0828
R419_reverse_num2,2.0828
R1591_reverse_num1,2.0646
R407,2.0597
R407_reverse,2.0597
R431,2.0597
R1078_num1,2.0422
R888_num1,2.0232
R917_num1,2.0232
R1503,2.0163
R2119_num1,2.0163
R2119_reverse_num1,2.0163
R402,2.0163
R432_num1,2.0163
R887_num2,2.0163
R1136_num2,2.0098
R1136_reverse_num2,2.0098
R1137_num2,2.0098
R1137_reverse_num2,2.0098
R1138_num2,2.0098
R1138_reverse_num2,2.0098
R1139_num2,2.0098
R1139_reverse_num2,2.0098
R1140_num2,2.0098
R1140_reverse_num2,2.0098
R1141_num2,2.0098
R1141_reverse_num2,2.0098
R1142_num2,2.0098
R1142_reverse_num2,2.0098
R1143_num2,2.0098
R1143_reverse_num2,2.0098
R1144_num2,2.0098
R1144_reverse_num2,2.0098
R1145_num2,2.0098
R1145_reverse_num2,2.0098
R1146_num2,2.0098
R1146_reverse_num2,2.0098
R1147_num2,2.0098
R1147_reverse_num2,2.0098
R1148_num2,2.0098
R1148_reverse_num2,2.0098
R1149_num2,2.0098
R1149_reverse_num2,2.0098
R1150_num2,2.0098
R1150_reverse_num2,2.0098
R1151_num2,2.0098
R1151_reverse_num2,2.0098
R1152_num2,2.0098
R1152_reverse_num2,2.0098
R1153_num2,2.0098
R1153_reverse_num2,2.0098
R1154_num2,2.0098
R1154_reverse_num2,2.0098
R1155_num2,2.0098
R1155_reverse_num2,2.0098
R1156_num2,2.0098
R1156_reverse_num2,2.0098
R1157_num2,2.0098
R1157_reverse_num2,2.0098
R1158_num2,2.0098
R1158_reverse_num2,2.0098
R1159_num2,2.0098
R1159_reverse_num2,2.0098
R1160_num2,2.0098
R1160_reverse_num2,2.0098
R1161_num2,2.0098
R1161_reverse_num2,2.0098
R1162_num2,2.0098
R1162_reverse_num2,2.0098
R1163_num2,2.0098
R1163_reverse_num2,2.0098
R1164_num2,2.0098
R1164_reverse_num2,2.0098
R1165_num2,2.0098
R1165_reverse_num2,2.0098
R1166_num2,2.0098
R1166_reverse_num2,2.0098
R1167_num2,2.0098
R1167_reverse_num2,2.0098
R1168_num2,2.0098
R1168_reverse_num2,2.0098
R1169_num2,2.0098
R1169_reverse_num2,2.0098
R1173_num2,2.0098
R1173_reverse_num2,2.0098
R1174_num2,2.0098
R1174_reverse_num2,2.0098
R26_num2,2.0098
R26_reverse_num2,2.0098
R27_num2,2.0098
R27_reverse_num2,2.0098
R1221,2.0029
R854_num3,2.0029
R862_num3,2.0029
R1594,1.8291
R1594_reverse,1.8291
R367,1.8258
R368,1.8258
R712,1.8258
R712_reverse,1.8258
R713,1.8258
R713_reverse,1.8258
R1187_num3,1.801
R1837_num3,1.801
R2563_num2,1.801
R2563_reverse_num2,1.801
R311,1.801
R311_reverse,1.801
R642_num3,1.801
R642_reverse_num3,1.801
R643_num3,1.801
R656_num2,1.801
R658_num2,1.801
R661_num2,1.801
R664_num2,1.801
R667_num2,1.801
R670_num2,1.801
R673_num2,1.801
R676_num2,1.801
R679_num2,1.801
R693_num3,1.801
R696_num3,1.801
R699_num3,1.801
R702_num3,1.801
R705_num3,1.801
R708_num3,1.801
R1611,1.7686
R177_num1,1.739
R178,1.739
R179_num1,1.739
R180_num1,1.739
R181,1.739
R185_num1,1.739
R186_num1,1.739
R1126,1.7097
R1130,1.7097
R1071_num1,1.6853
R1079,1.6853
R1017,1.6625
R152_num4,1.658
R428,1.6293
R429,1.6293
R153_num1,1.6261
R277_num2,1.6115
R1178,1.5961
R1448,1.5961
R1449,1.5961
R1743,1.5961
R29,1.5961
R29_reverse,1.5961
R335,1.5961
R337,1.5961
R49,1.5961
R9,1.5961
R991,1.5961
R315_num2,1.5833
R315_reverse_num2,1.5833
R467_num12,1.5833
R468_num12,1.5833
R468_reverse_num12,1.5833
R472_num12,1.5833
R473_num12,1.5833
R473_reverse_num12,1.5833
R477_num12,1.5833
R478_num12,1.5833
R478_reverse_num12,1.5833
R482_num12,1.5833
R483_num12,1.5833
R483_reverse_num12,1.5833
R487_num12,1.5833
R488_num12,1.5833
R488_reverse_num12,1.5833
R492_num12,1.5833
R493_num12,1.5833
R493_reverse_num12,1.5833
R497_num12,1.5833
R498_num12,1.5833
R498_reverse_num12,1.5833
R502_num7,1.5833
R507_num12,1.5833
R513_num12,1.5833
R518_num12,1.5833
R523_num12,1.5833
R528_num12,1.5833
R533_num12,1.5833
R538_num12,1.5833
R543_num12,1.5833
R548_num12,1.5833
R248,1.5586
R249,1.5586
R249_reverse,1.5586
R1237_num1,1.5533
R1691_num2,1.5522
R1012_num6,1.545
R1012_reverse_num6,1.545
R1742,1.545
R1742_reverse,1.545
R220_num1,1.545
R220_reverse_num1,1.545
R247_num5,1.545
R247_reverse_num5,1.545
R404_num1,1.545
R404_reverse_num1,1.545
R413,1.545
R413_reverse,1.545
R422_num1,1.545
R422_reverse_num1,1.545
R945_num5,1.545
R158_num3,1.5348
R158_reverse_num3,1.5348
R782_num3,1.5348
R782_reverse_num3,1.5348
R68_num1,1.5288
R68_reverse_num1,1.5288
R849,1.5024
R237_num1,1.4948
R1015,1.4882
R384_num1,1.4882
R385_num1,1.4882
R386_num1,1.4882
R387_num1,1.4882
R797_num1,1.4882
R1232,1.4872
R1677_num1,1.4811
R1677_reverse_num1,1.4811
R1678_num1,1.4811
R1678_reverse_num1,1.4811
R914,1.4388
R1272,1.4251
R1272_reverse,1.4251
R236,1.4023
R727,1.4023
R729,1.4023
R729_reverse,1.4023
R1508_num2,1.342
R1508_reverse_num2,1.342
R187_num2,1.342
R188_num2,1.342
R189_num2,1.342
R190_num2,1.342
R191_num2,1.342
R193_num2,1.342
R2021,1.3307
R2021_reverse,1.3307
R887_num1,1.3307
R894,1.3307
R894_reverse,1.3307
R1613,1.3279
R2013,1.3231
R1858,1.2898
R1860_num2,1.2898
R1860_reverse_num2,1.2898
R623_num7,1.2898
R624_num7,1.2898
R625_num7,1.2898
R626_num7,1.2898
R627_num7,1.2898
R628_num7,1.2898
R636_num5,1.2898
R637_num5,1.2898
R641_num5,1.2898
R644_num7,1.2898
R645_num7,1.2898
R646_num7,1.2898
R647_num7,1.2898
R648_num7,1.2898
R649_num7,1.2898
R650_num7,1.2898
R651_num7,1.2898
R652_num7,1.2898
R653_num7,1.2898
R1231,1.2885
R198_num2,1.2762
R465_num2,1.271
R466_num2,1.271
R466_reverse_num2,1.271
R469_num2,1.271
R470_num2,1.271
R470_reverse_num2,1.271
R474_num2,1.271
R474_reverse_num2,1.271
R475_num2,1.271
R475_reverse_num2,1.271
R479_num2,1.271
R479_reverse_num2,1.271
R480_num2,1.271
R480_reverse_num2,1.271
R484_num2,1.271
R484_reverse_num2,1.271
R485_num2,1.271
R485_reverse_num2,1.271
R489_num2,1.271
R489_reverse_num2,1.271
R490_num2,1.271
R490_reverse_num2,1.271
R494_num2,1.271
R494_reverse_num2,1.271
R495_num2,1.271
R495_reverse_num2,1.271
R499_num2,1.271
R499_reverse_num2,1.271
R500_num2,1.271
R500_reverse_num2,1.271
R1822,1.2595
R1826,1.2595
R989,1.2595
R1591_num8,1.2589
R1591_reverse_num8,1.2589
R2547_num8,1.2589
R386_num8,1.2589
R386_reverse_num8,1.2589
R387_num8,1.2589
R1827_num3,1.2496
R1835_num3,1.2496
R1836,1.2496
R1936,1.2496
R140,1.2205
R290,1.2205
R290_reverse,1.2205
R1508_num1,1.2176
R1508_reverse_num1,1.2176
R187_num1,1.2176
R188_num1,1.2176
R189_num1,1.2176
R190_num1,1.2176
R191_num1,1.2176
R177_num2,1.1984
R179_num2,1.1984
R180_num2,1.1984
R182_num2,1.1984
R182_num3,1.1984
R183_num2,1.1984
R183_num3,1.1984
R184_num2,1.1984
R185_num2,1.1984
R186_num2,1.1984
R251_num1,1.1939
R251_reverse_num1,1.1939
R1105_num2,1.1902
R1107_num2,1.1902
R1262_num3,1.1652
R1267_num2,1.1652
R1267_num3,1.1652
R2002_num2,1.1652
R2002_reverse_num2,1.1652
R332_num2,1.1652
R332_reverse_num2,1.1652
R15_num1,1.0598
R1747_num1,1.0598
R1374,1.0588
R1391,1.0588
R1480,1.0443
R1480_reverse,1.0443
R467_num8,1.0443
R468_num8,1.0443
R468_reverse_num8,1.0443
R472_num8,1.0443
R473_num8,1.0443
R473_reverse_num8,1.0443
R477_num8,1.0443
R478_num8,1.0443
R478_reverse_num8,1.0443
R482_num8,1.0443
R483_num8,1.0443
R483_reverse_num8,1.0443
R487_num8,1.0443
R488_num8,1.0443
R488_reverse_num8,1.0443
R492_num8,1.0443
R493_num8,1.0443
R493_reverse_num8,1.0443
R497_num8,1.0443
R498_num8,1.0443
R498_reverse_num8,1.0443
R503_num7,1.0443
R503_reverse_num7,1.0443
R507_num8,1.0443
R508_num7,1.0443
R513_num8,1.0443
R514_num7,1.0443
R518_num8,1.0443
R519_num7,1.0443
R523_num8,1.0443
R524_num7,1.0443
R528_num8,1.0443
R529_num7,1.0443
R533_num8,1.0443
R534_num7,1.0443
R538_num8,1.0443
R539_num7,1.0443
R543_num8,1.0443
R544_num7,1.0443
R548_num8,1.0443
R549_num7,1.0443
R369,1.0238
R370,1.0238
R714,1.0238
R714_reverse,1.0238
R715,1.0238
R715_reverse,1.0238
R11_num2,1.0134
R2554_num1,1.0134
R349_num1,1.0134
R349_reverse_num1,1.0134
R804_num2,1.0134
R924_num1,0.9793
R925_num1,0.9793
R1370,0.9429
R1460_num5,0.9292
R2088,0.9292
R2088_reverse,0.9292
R1208,0.9269
R441,0.9269
R1721,0.9231
R985,0.9231
R134_num2,0.9164
R1980_num2,0.9072
R1609,0.8803
R716,0.8803
R328,0.8771
R1693,0.8689
R1687,0.8653
R455,0.8653
R957,0.8653
R1228,0.858
R1741,0.8579
R1832_num2,0.8454
R1832_reverse_num2,0.8454
R2138_num2,0.8454
R2138_reverse_num2,0.8454
R901_num1,0.8363
R901_reverse_num1,0.8363
R1840_num2,0.8337
R1414,0.8235
R858,0.8137
R859,0.8137
R1969_num2,0.7484
R690,0.7272
R1841,0.7031
R1841_reverse,0.7031
R292_num7,0.7031
R292_reverse_num7,0.7031
R638_num7,0.7031
R638_reverse_num7,0.7031
R654_num7,0.7031
R659_num7,0.7031
R662_num7,0.7031
R665_num7,0.7031
R668_num7,0.7031
R671_num7,0.7031
R674_num7,0.7031
R677_num7,0.7031
R680_num7,0.7031
R691_num7,0.7031
R694_num7,0.7031
R697_num7,0.7031
R697_reverse_num7,0.7031
R700_num7,0.7031
R703_num7,0.7031
R703_reverse_num7,0.7031
R706_num7,0.7031
R1785,0.6996
R1793,0.6996
R1795,0.6996
R1797,0.6996
R1617,0.6995
R1617_reverse,0.6995
R1620,0.6995
R1518,0.6784
R1521,0.6784
R1524,0.6784
R325_num3,0.6784
R919,0.6784
R155_num1,0.6563
R1567_num1,0.6563
R1587_num1,0.6563
R1598_num1,0.6563
R6_num1,0.6563
R752_num1,0.6563
R723,0.6194
R723_reverse,0.6194
R901_num4,0.6166
R901_reverse_num4,0.6166
R798,0.6144
R1279_num1,0.6058
R1286_num1,0.6058
R1286_reverse_num1,0.6058
R1343_num1,0.6058
R1344_num1,0.6058
R1378_num1,0.6058
R1381_num1,0.6058
R1410_num1,0.6058
R1412_num1,0.6058
R1437_num1,0.6058
R1715,0.6058
R1715_reverse,0.6058
R1979_num1,0.6058
R1127,0.601
R1133,0.601
R1694,0.5932
R1694_reverse,0.5932
R1237_num2,0.5615
R1243_num2,0.5615
R1244_num2,0.5615
R1487,0.5318
R1488,0.5318
R1707_num4,0.5224
R198_num8,0.5224
R28_num4,0.5224
R717_num4,0.5224
R1055,0.5106
R1954_num2,0.5072
R1075,0.5003
R1491,0.499
R1492,0.499
R1510_num2,0.4982
R1510_reverse_num2,0.4982
R1511_num2,0.4982
R1511_reverse_num2,0.4982
R2017_num2,0.4982
R2017_reverse_num2,0.4982
R2022_num2,0.4982
R2022_reverse_num2,0.4982
R396_num1,0.4982
R396_reverse_num1,0.4982
R410_num2,0.4982
R411_num2,0.4982
R411_reverse_num2,0.4982
R415_num2,0.4982
R415_reverse_num2,0.4982
R435_num2,0.4982
R435_reverse_num2,0.4982
R1735_num1,0.4935
R736_num2,0.4851
R736_reverse_num2,0.4851
R737_num2,0.4851
R75_num2,0.4851
R84_num5,0.4851
R881_num2,0.4851
R1036,0.4723
R772,0.4723
R772_reverse,0.4723
R773,0.4723
R774,0.4723
R1554,0.4677
R1563,0.4677
R1504,0.4601
R2139,0.4601
R2139_reverse,0.4601
R403,0.4601
R432_num2,0.4601
R1619_num1,0.4488
R1621_num1,0.4488
R1630_num1,0.4488
R1744,0.4435
R1012_num1,0.4364
R1012_reverse_num1,0.4364
R1754_num1,0.4364
R1754_reverse_num1,0.4364
R997_num1,0.4364
R997_reverse_num1,0.4364
R1695_num2,0.4287
R1696_num2,0.4287
R1697_num2,0.4287
R2132,0.4271
R373,0.4271
R464,0.4271
R634,0.4271
R635,0.4271
R1342,0.4063
R1343_num2,0.4063
R1344_num2,0.4063
R1358,0.4063
R1378_num2,0.4063
R1381_num2,0.4063
R1410_num2,0.4063
R1412_num2,0.4063
R1413,0.4063
R1437_num2,0.4063
R1979_num2,0.4063
R2134,0.4063
R448,0.4063
R449,0.4063
R1071_num2,0.3971
R1102_num2,0.3949
R1102_reverse_num2,0.3949
R1442_num2,0.3949
R2031_num2,0.3949
R2031_reverse_num2,0.3949
R252_num5,0.3949
R255_num2,0.3949
R1847,0.3662
R289,0.3662
R292_num2,0.3662
R292_reverse_num2,0.3662
R638_num2,0.3662
R638_reverse_num2,0.3662
R654_num2,0.3662
R659_num2,0.3662
R662_num2,0.3662
R665_num2,0.3662
R668_num2,0.3662
R671_num2,0.3662
R674_num2,0.3662
R677_num2,0.3662
R680_num2,0.3662
R691_num2,0.3662
R694_num2,0.3662
R697_num2,0.3662
R697_reverse_num2,0.3662
R700_num2,0.3662
R703_num2,0.3662
R703_reverse_num2,0.3662
R706_num2,0.3662
R1390_num1,0.3568
R128,0.3467
R128_reverse,0.3467
R895,0.3467
R895_reverse,0.3467
R911,0.3467
R911_reverse,0.3467
R912,0.3467
R244,0.3391
R244_reverse,0.3391
R246,0.3391
R246_reverse,0.3391
R1440,0.3169
R1510_num3,0.3045
R1510_reverse_num3,0.3045
R1511_num3,0.3045
R1511_reverse_num3,0.3045
R2017_num3,0.3045
R2017_reverse_num3,0.3045
R2022_num3,0.3045
R2022_reverse_num3,0.3045
R396_num2,0.3045
R396_reverse_num2,0.3045
R410_num3,0.3045
R415_num3,0.3045
R415_reverse_num3,0.3045
R435_num3,0.3045
R435_reverse_num3,0.3045
R1029_num1,0.2812
R1695_num1,0.2786
R1696_num1,0.2786
R1697_num1,0.2786
R218,0.2495
R218_reverse,0.2495
R95_num1,0.2495
R1236,0.2494
R2144,0.2308
R2144_reverse,0.2308
R401,0.2308
R1032,0.2209
R1259_num1,0.2209
R1259_reverse_num1,0.2209
R1260_num1,0.2209
R1260_reverse_num1,0.2209
R1848_num1,0.2209
R1849_num1,0.2209
R1850_num1,0.2209
R1851_num1,0.2209
R1852_num1,0.2209
R1853_num1,0.2209
R2000,0.2209
R2137_num1,0.2209
R1014_num1,0.1967
R1608,0.1933
R1005,0.1704
R1006,0.1704
R1893,0.1671
R1894,0.1671
R1895,0.1671
R855,0.1637
R1102_num1,0.1459
R1102_reverse_num1,0.1459
R1442_num1,0.1459
R2031_num1,0.1459
R2031_reverse_num1,0.1459
R252_num3,0.1459
R255_num1,0.1459
R1387_num1,0.1339
R1388_num1,0.1339
R1389_num1,0.1339
R1409,0.1339
R1415,0.1339
R1416,0.1339
R1417,0.1339
R1418,0.1339
R1419,0.1339
R1420,0.1339
R1421,0.1339
R1422,0.1339
R1423,0.1339
R1423_reverse,0.1339
R1424,0.1339
R1424_reverse,0.1339
R1425,0.1339
R1426,0.1339
R1426_reverse,0.1339
R1427,0.1339
R1428,0.1339
R1706_num7,0.1339
R443,0.1339
R1718,0.1245
R1949,0.1245
R2124,0.1245
R2124_reverse,0.1245
R2130,0.1245
R1510_num1,0.1115
R1510_reverse_num1,0.1115
R1511_num1,0.1115
R1511_reverse_num1,0.1115
R2017_num1,0.1115
R2017_reverse_num1,0.1115
R2022_num1,0.1115
R2022_reverse_num1,0.1115
R410_num1,0.1115
R411_num1,0.1115
R411_reverse_num1,0.1115
R415_num1,0.1115
R415_reverse_num1,0.1115
R435_num1,0.1115
R435_reverse_num1,0.1115
R1786,0.1068
R1794,0.1068
R1796,0.1068
R1798,0.1068
R11_num5,0.1004
R1450_num4,0.1004
R1450_reverse_num4,0.1004
R66_num6,0.1004
R760_num4,0.1004
R760_reverse_num4,0.1004
R761_num4,0.1004
R761_reverse_num4,0.1004
R762_num4,0.1004
R762_reverse_num4,0.1004
R79_num4,0.1004
R804_num5,0.1004
R82_num4,0.1004
R84_num6,0.1004
R98_num6,0.1004
R98_reverse_num6,0.1004
R99_num4,0.1004
R1890,0.0677
R1179_num2,0.0645
R1179_reverse_num2,0.0645
R146_num4,0.0645
R283_num4,0.0645
R284_num4,0.0645
R31_num4,0.0645
R32_num4,0.0645
R33_num4,0.0645
R34_num2,0.0645
R814_num4,0.0645
R996,0.0645
R1279_num2,0.061
R1286_num2,0.061
R1286_reverse_num2,0.061
R1377,0.061
R1382,0.061
R1382_reverse,0.061
R1385,0.061
R444,0.061
R445,0.061
R265,0.0592
R142_num2,0.059
R252_num7,0.059
R1102_num3,0.0495
R1102_reverse_num3,0.0495
R1441,0.0495
R1442_num3,0.0495
R2031_num3,0.0495
R2031_reverse_num3,0.0495
R252_num15,0.0495
R1105_num1,0.0406
R1107_num1,0.0406
R1240,0.0094
R1953_num2,0.0056
R280_num2,0.0056
